Business Licence Number,Business ID,Address,Business Licence Type,Type of Residence,Licenced Date,Licenced Expiry Date,Status Description,longitude,latitude,Point
BL283713,16528838,212B CORNERBROOK DR NE,SHORT TERM RENTAL - TIER ONE,Legally registered suite,2024-10-10T11:43:09,2025-10-10T11:43:09,Licensed,-113.92578462955284,51.160933610179576,POINT (-113.92578462955284 51.160933610179576)
BL237188,15941826,4311 DALGETTY HL NW,SHORT TERM RENTAL - TIER ONE,Suite in a house,2023-09-10T13:29:42,2024-09-09T13:29:42,Expired - Pending Recommendation,-114.15095564688148,51.104170332730135,POINT (-114.15095564688148 51.104170332730135)
BL278465,16464968,57R SAGE BLUFF RI NW,SHORT TERM RENTAL - TIER ONE,Legally registered suite,2024-03-17T12:18:48,2025-03-17T12:18:48,Licensed,-114.13387557050218,51.17878768547775,POINT (-114.13387557050218 51.17878768547775)
BL258112,16187718,2311R MACKAY RD NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2024-07-20T14:47:29,2025-07-20T14:47:29,Licensed,-114.15321840614996,51.07322674629253,POINT (-114.15321840614996 51.07322674629253)
BL276677,16442022,12R CASTLEGLEN CO NE,SHORT TERM RENTAL - TIER ONE,Legally registered suite,2024-01-18T15:47:55,2025-01-17T15:47:55,Licensed,-113.95628442344366,51.10580615127938,POINT (-113.95628442344366 51.10580615127938)
BL274409,16408346,#707 1020 9 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2023-10-25T13:33:35,2024-10-24T13:33:35,Expired,-114.03765025076684,51.042708015803996,POINT (-114.03765025076684 51.042708015803996)
BL272877,16387052,225 KINCORA HT NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-09-10T21:27:52,2024-09-09T21:27:52,Expired,-114.13204358553335,51.157284243747874,POINT (-114.13204358553335 51.157284243747874)
BL265001,16287757,101B MILLVIEW PA SW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2024-02-07T21:51:12,2025-02-06T21:51:12,Licensed,-114.09571459292889,50.91984110678464,POINT (-114.09571459292889 50.91984110678464)
BL270232,16349961,209B 7 AV NE,SHORT TERM RENTAL - TIER ONE,Duplex/triplex,2023-06-20T18:32:46,2024-06-19T18:32:46,Expired,-114.05949308164877,51.05865657203387,POINT (-114.05949308164877 51.05865657203387)
BL284082,16533697,7216R BOW CR NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2024-10-23T11:43:11,2025-10-23T11:43:11,Licensed,-114.19147882367704,51.09647264646302,POINT (-114.19147882367704 51.09647264646302)
BL285893,16555245,27B FALTON DR NE,SHORT TERM RENTAL - TIER ONE,A bedroom in the home,2024-10-28T07:59:28,2025-10-28T07:59:28,Licensed,-113.94106816013011,51.10152177805649,POINT (-113.94106816013011 51.10152177805649)
BL275112,16417412,10427 ROCKYLEDGE ST NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-11-15T10:54:33,2024-11-14T10:54:33,Expired,-114.25360005057097,51.145091983964676,POINT (-114.25360005057097 51.145091983964676)
BL270352,16351918,321B EDITH RD NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-06-24T19:01:57,2024-06-23T19:01:57,Expired,-114.1674857907295,51.18360174852037,POINT (-114.1674857907295 51.18360174852037)
BL272214,16379232,#314 123 4 ST NE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2023-08-21T15:12:34,2024-08-20T15:12:34,Expired - Pending Recommendation,-114.05198797737651,51.05305581772432,POINT (-114.05198797737651 51.05305581772432)
BL265981,16298903,#1302 1010 6 ST SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2024-02-25T16:50:27,2025-02-24T16:50:27,Licensed,-114.07622475706152,51.04332741445922,POINT (-114.07622475706152 51.04332741445922)
BL240567,15982960,#3109 655 CENTRE ST SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2024-01-20T14:34:52,2025-01-19T14:34:52,Licensed,-114.06357779652002,51.04672026923748,POINT (-114.06357779652002 51.04672026923748)
BL258595,16192601,#305 811 MCDOUGALL RD NE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2023-08-05T02:41:28,2024-08-04T02:41:28,Closed,-114.04503891317756,51.050602080405824,POINT (-114.04503891317756 51.050602080405824)
BL272600,16384075,423 CRANBROOK SQ SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2023-09-01T08:35:42,2024-08-31T08:35:42,Expired,-113.97510266795926,50.864319040019964,POINT (-113.97510266795926 50.864319040019964)
BL273109,16389538,66 CITADEL ESTATES HT NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-09-16T17:29:00,2024-09-15T17:29:00,Expired,-114.1901002608476,51.14555292040248,POINT (-114.1901002608476 51.14555292040248)
BL276208,16436677,256 WESTWOOD DR SW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-12-29T10:59:03,2024-12-28T10:59:03,Cancelled,-114.16316384397189,51.04114197189354,POINT (-114.16316384397189 51.04114197189354)
BL272174,16378838,143 AUBURN GLEN WY SE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-08-20T21:45:22,2024-08-19T21:45:22,Expired,-113.95565159959054,50.89564178033767,POINT (-113.95565159959054 50.89564178033767)
BL273336,16393399,5041 ELGIN AV SE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-09-24T17:40:33,2024-09-23T17:40:33,Closed,-113.95358616173166,50.90944683140838,POINT (-113.95358616173166 50.90944683140838)
BL284010,16532871,#216 1087 2 AV NW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2024-11-07T13:14:39,2025-11-07T13:14:39,Licensed,-114.08547410008802,51.05388514367139,POINT (-114.08547410008802 51.05388514367139)
BL271823,16374076,#810 135 13 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2023-08-09T09:31:43,2024-08-08T09:31:43,Expired - Pending Recommendation,-114.06545222631787,51.04020577515894,POINT (-114.06545222631787 51.04020577515894)
BL271077,16361909,#703 624 8 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2023-07-12T23:04:41,2024-07-11T23:04:41,Expired,-114.04948727657015,51.045486591418246,POINT (-114.04948727657015 51.045486591418246)
BL271045,16361545,15 HARVEST WOOD LI NE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-07-12T12:10:49,2024-07-11T12:10:49,Expired,-114.05257504095157,51.15274375685394,POINT (-114.05257504095157 51.15274375685394)
BL279715,16480717,81 CITYLINE SQ NE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2024-10-23T10:52:01,2025-10-23T10:52:01,Licensed,-113.94817629530304,51.14458318685066,POINT (-113.94817629530304 51.14458318685066)
BL280004,16484024,4671 SETON DR SE,SHORT TERM RENTAL - TIER ONE,Townhouse,2024-09-06T07:16:33,2025-09-06T07:16:33,Licensed,-113.94293801483843,50.87734296423073,POINT (-113.94293801483843 50.87734296423073)
BL281869,16506164,#220 360 HARVEST HILLS WY NE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2024-11-13T14:29:15,2025-11-13T14:29:15,Licensed,-114.04147514792663,51.153479178669066,POINT (-114.04147514792663 51.153479178669066)
BL259634,16203150,124 VICTORIA CROSS BV SW,SHORT TERM RENTAL - TIER ONE,Townhouse,2023-09-07T13:26:31,2024-09-06T13:26:31,Expired - Pending Recommendation,-114.13047005692592,51.018785618697834,POINT (-114.13047005692592 51.018785618697834)
BL277921,16458374,#1710 1188 3 ST SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2024-04-04T12:48:52,2025-04-04T12:48:52,Licensed,-114.05531817790647,51.041672473051335,POINT (-114.05531817790647 51.041672473051335)
BL280950,16495160,158 CARRINGVUE MR NW,SHORT TERM RENTAL - TIER TWO,Single/detached house,2024-08-09T11:27:07,2025-08-09T11:27:07,Licensed,-114.0813222380572,51.18092558667015,POINT (-114.0813222380572 51.18092558667015)
BL286201,16559270,724 64 AV NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2024-11-21T17:04:56,2025-11-21T17:04:56,Licensed,-114.07416362508707,51.111623189898665,POINT (-114.07416362508707 51.111623189898665)
BL250851,16113102,362 MAGNOLIA HE SE,SHORT TERM RENTAL - TIER ONE,Suite in a house,2023-12-09T21:42:07,2024-12-08T21:42:07,Licensed,-113.91351536061073,50.89165475397762,POINT (-113.91351536061073 50.89165475397762)
BL282242,16510422,#1006 1010 6 ST SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2024-09-26T09:33:32,2025-09-26T09:33:32,Licensed,-114.0759641490098,51.04344769600341,POINT (-114.0759641490098 51.04344769600341)
BL257471,16181653,227 44 AV NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-06-30T15:10:42,2024-06-29T15:10:42,Closed,-114.06593227635419,51.093261197006655,POINT (-114.06593227635419 51.093261197006655)
BL275981,16432908,67 HUNTWELL WY NE,SHORT TERM RENTAL - TIER ONE,A bedroom in the home,2023-12-19T11:06:37,2024-12-18T11:06:37,Licensed,-114.05298287323258,51.119994569519974,POINT (-114.05298287323258 51.119994569519974)
BL272351,16380743,215 LUCAS BV NW,SHORT TERM RENTAL - TIER ONE,Townhouse,2023-08-24T17:51:41,2024-08-23T17:51:41,Expired - Pending Recommendation,-114.0764857970379,51.186517839551385,POINT (-114.0764857970379 51.186517839551385)
BL256604,16173254,464G 21 AV NE,SHORT TERM RENTAL - TIER ONE,Coach/lane house,2024-06-09T13:02:23,2025-06-09T13:02:23,Licensed,-114.05290632797926,51.07191889311698,POINT (-114.05290632797926 51.07191889311698)
BL278422,16464315,111 NEW BRIGHTON CL SE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2024-03-19T15:33:10,2025-03-19T15:33:10,Closed,-113.95717244037029,50.92508170960211,POINT (-113.95717244037029 50.92508170960211)
BL275930,16432098,16992 SUNVALE RD SE,SHORT TERM RENTAL - TIER ONE,A bedroom in the home,2023-12-14T16:11:29,2024-12-13T16:11:29,Closed,-114.05276186124658,50.90063683422547,POINT (-114.05276186124658 50.90063683422547)
BL273603,16397085,7656 80 AV NE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-10-01T16:57:05,2024-09-30T16:57:05,Expired - Pending Recommendation,-113.92474486388417,51.12544359366571,POINT (-113.92474486388417 51.12544359366571)
BL276384,16438673,#805 135 13 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2024-02-20T11:27:07,2025-02-19T11:27:07,Licensed,-114.06564340245089,51.040399279995064,POINT (-114.06564340245089 51.040399279995064)
BL266985,16309551,#501 135 13 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2024-03-14T18:25:55,2025-03-14T18:25:55,Licensed,-114.06533541062821,51.04030431414439,POINT (-114.06533541062821 51.04030431414439)
BL274041,16403172,12 TARAVISTA CR NE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-10-14T18:49:46,2024-10-13T18:49:46,Expired,-113.9335881891445,51.115117658844206,POINT (-113.9335881891445 51.115117658844206)
BL274538,16409740,138B NOLANCREST RI NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-10-28T19:26:15,2024-10-27T19:26:15,Expired,-114.16608094888804,51.17741212156812,POINT (-114.16608094888804 51.17741212156812)
BL273524,16396152,42 VALLEY CREEK RD NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-09-28T13:16:13,2024-09-27T13:16:13,Expired,-114.2585757628327,51.09222974068882,POINT (-114.2585757628327 51.09222974068882)
BL272532,16383259,915 MCDOUGALL RD NE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2023-08-30T13:38:40,2024-08-29T13:38:40,Cancelled,-114.04147840929787,51.05075921703165,POINT (-114.04147840929787 51.05075921703165)
BL280268,16487407,242 HIDDEN CV NW,SHORT TERM RENTAL - TIER ONE,A bedroom in the home,2024-05-30T15:11:43,2025-05-30T15:11:43,Licensed,-114.11060384442963,51.145138464713646,POINT (-114.11060384442963 51.145138464713646)
BL276170,16436107,349 MASTERS AV SE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-12-27T12:30:21,2024-12-26T12:30:21,Closed,-113.92113233979538,50.8928427428349,POINT (-113.92113233979538 50.8928427428349)
BL257820,16184855,#208 812 8 ST SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2023-07-13T09:59:15,2024-07-12T09:59:15,Expired - Pending Recommendation,-114.04099687597669,51.0434689857131,POINT (-114.04099687597669 51.0434689857131)
BL246047,16055311,54 LUCAS TC NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2024-06-23T15:10:47,2025-06-23T15:10:47,Licensed,-114.07906091566853,51.186489312164774,POINT (-114.07906091566853 51.186489312164774)
BL283554,16526550,15113 37 ST SW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2024-10-09T12:44:54,2025-10-09T12:44:54,Licensed,-114.14062447581514,50.916916820816695,POINT (-114.14062447581514 50.916916820816695)
BL265785,16296949,607 PANAMOUNT BV NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2024-02-21T20:13:05,2025-02-20T20:13:05,Licensed,-114.08962557218908,51.15633564447941,POINT (-114.08962557218908 51.15633564447941)
BL274282,16406571,#1205 450 8 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2023-10-21T14:00:08,2024-10-20T14:00:08,Expired,-114.05353813705408,51.04566521202773,POINT (-114.05353813705408 51.04566521202773)
BL252086,16125304,237R ROYAL TC NW,SHORT TERM RENTAL - TIER ONE,Suite in a house,2024-01-25T11:56:26,2025-01-24T11:56:26,Licensed,-114.23040310666508,51.137925635454245,POINT (-114.23040310666508 51.137925635454245)
BL276483,16439887,91B SETON VI SE,SHORT TERM RENTAL - TIER ONE,Legally registered suite,2024-01-15T14:10:17,2025-01-14T14:10:17,Licensed,-113.94700474080369,50.86585233270306,POINT (-113.94700474080369 50.86585233270306)
BL274541,16409773,#1010 1320 1 ST SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2023-10-29T07:38:05,2024-10-28T07:38:05,Expired,-114.06028522672788,51.0398154511454,POINT (-114.06028522672788 51.0398154511454)
BL274373,16407777,1300B BERKLEY DR NW,SHORT TERM RENTAL - TIER ONE,Suite in a house,2023-10-24T16:56:50,2024-10-23T16:56:50,Expired,-114.09685018348777,51.12658639287092,POINT (-114.09685018348777 51.12658639287092)
BL276900,16445272,831B 21 AV SE,SHORT TERM RENTAL - TIER ONE,Townhouse,2024-02-28T09:35:50,2025-02-27T09:35:50,Licensed,-114.04129560534788,51.03446069114543,POINT (-114.04129560534788 51.03446069114543)
BL248250,16085474,232 RUNDLEVILLE PL NE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-09-13T12:38:37,2024-09-12T12:38:37,Expired - Pending Recommendation,-113.97124660565605,51.07240225417267,POINT (-113.97124660565605 51.07240225417267)
BL260357,16213696,#3105 1188 3 ST SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2023-10-03T15:14:09,2024-10-02T15:14:09,Expired,-114.05531817790647,51.041672473051335,POINT (-114.05531817790647 51.041672473051335)
BL273740,16398885,4244 40 AV NW,SHORT TERM RENTAL - TIER ONE,Duplex/triplex,2023-10-04T23:17:11,2024-10-03T23:17:11,Expired,-114.15212973846776,51.08853191805808,POINT (-114.15212973846776 51.08853191805808)
BL279517,16478125,233 SLOPEVIEW DR SW,SHORT TERM RENTAL - TIER TWO,Single/detached house,2024-08-07T14:01:39,2025-08-07T14:01:39,Licensed,-114.22304967844238,51.02815911358836,POINT (-114.22304967844238 51.02815911358836)
BL272295,16380081,11 MAYFAIR RD SW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-08-23T11:02:58,2024-08-22T11:02:58,Expired,-114.08075743560796,50.99913946497512,POINT (-114.08075743560796 50.99913946497512)
BL275008,16416141,35B EDITH TC NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-11-11T22:24:42,2024-11-10T22:24:42,Closed,-114.16916993791239,51.18520048595273,POINT (-114.16916993791239 51.18520048595273)
BL264310,16279994,1103 SETON CI SE,SHORT TERM RENTAL - TIER ONE,Duplex/triplex,2024-01-26T08:55:57,2025-01-25T08:55:57,Licensed,-113.95906996375638,50.869931817932695,POINT (-113.95906996375638 50.869931817932695)
BL263026,16265266,9417 HIDDEN VALLEY DR NW,SHORT TERM RENTAL - TIER ONE,Suite in a house,2023-12-28T13:34:47,2024-12-27T13:34:47,Licensed,-114.12926669509459,51.14822400597694,POINT (-114.12926669509459 51.14822400597694)
BL257197,16179038,44 AUTUMN CO SE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2024-06-24T13:21:02,2025-06-24T13:21:02,Licensed,-113.9721779281257,50.895163803647165,POINT (-113.9721779281257 50.895163803647165)
BL280766,16493140,#1801 1319 14 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2024-07-02T13:42:04,2025-07-02T13:42:04,Licensed,-114.09256928589089,51.04004418276029,POINT (-114.09256928589089 51.04004418276029)
BL258349,16190282,#1004 211 13 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2023-07-27T20:49:06,2024-07-26T20:49:06,Closed,-114.0601564354619,51.04019860634559,POINT (-114.0601564354619 51.04019860634559)
BL259923,16205882,#201 412 2 AV NE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2023-09-15T19:13:01,2024-09-14T19:13:01,Closed,-114.05366375788996,51.05459757942142,POINT (-114.05366375788996 51.05459757942142)
BL276031,16434276,304 TRAFFORD DR NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-12-27T09:51:21,2024-12-26T09:51:21,Licensed,-114.06751124844628,51.096278357542246,POINT (-114.06751124844628 51.096278357542246)
BL276370,16438566,7412 FOUNTAIN RD SE,SHORT TERM RENTAL - TIER TWO,Single/detached house,2024-01-11T10:55:02,2025-01-10T10:55:02,Licensed,-114.05576928061474,50.98761981017425,POINT (-114.05576928061474 50.98761981017425)
BL271140,16362691,335B BELMONT HE SW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2024-07-13T20:40:43,2025-07-13T20:40:43,Licensed,-114.06904937739516,50.866373954753534,POINT (-114.06904937739516 50.866373954753534)
BL271829,16374118,1310 AUBURN BAY SQ SE,SHORT TERM RENTAL - TIER ONE,Townhouse,2023-08-09T10:32:24,2024-08-08T10:32:24,Closed,-113.95472188323988,50.883438936460536,POINT (-113.95472188323988 50.883438936460536)
BL280088,16485401,#1 2218 30 AV SW,SHORT TERM RENTAL - TIER ONE,Duplex/triplex,2024-10-01T14:01:25,2025-10-01T14:01:25,Licensed,-114.11296636123724,51.0269489872712,POINT (-114.11296636123724 51.0269489872712)
BL270321,16351322,#2 1940 24A ST SW,SHORT TERM RENTAL - TIER ONE,Duplex/triplex,2023-06-23T11:16:29,2024-06-22T11:16:29,Expired,-114.11884772846705,51.036378713380415,POINT (-114.11884772846705 51.036378713380415)
BL269150,16335879,#1509 135 13 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2024-05-22T11:34:24,2025-05-22T11:34:24,Licensed,-114.06543100636826,51.04014347015379,POINT (-114.06543100636826 51.04014347015379)
BL267726,16318545,1135 PENRITH CR SE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2024-04-07T14:22:03,2025-04-07T14:22:03,Licensed,-113.94924469309504,51.0429264634503,POINT (-113.94924469309504 51.0429264634503)
BL276301,16437642,294B EVANSGLEN DR NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2024-01-11T13:58:43,2025-01-10T13:58:43,Cancelled,-114.09582019646388,51.17968526691165,POINT (-114.09582019646388 51.17968526691165)
BL270580,16355679,#2227 222 RIVERFRONT AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2023-06-30T12:14:02,2024-06-29T12:14:02,Expired - Pending Recommendation,-114.06670891368964,51.0525219590879,POINT (-114.06670891368964 51.0525219590879)
BL270589,16355778,35 EVERSYDE HE SW,SHORT TERM RENTAL - TIER ONE,Duplex/triplex,2024-06-29T16:47:55,2025-06-29T16:47:55,Licensed,-114.10637233593309,50.9104835818071,POINT (-114.10637233593309 50.9104835818071)
BL282945,16518805,152 BELVEDERE GR SE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2024-10-15T11:45:44,2025-10-15T11:45:44,Licensed,-113.90558289362934,51.041777212305306,POINT (-113.90558289362934 51.041777212305306)
BL271766,16373045,2216 42 ST SE,SHORT TERM RENTAL - TIER ONE,Suite in a house,2024-08-05T12:48:22,2025-08-05T12:48:22,Licensed,-113.9725368634078,51.03413114161462,POINT (-113.9725368634078 51.03413114161462)
BL270755,16357980,4505 4 AV SE,SHORT TERM RENTAL - TIER ONE,Suite in a house,2023-07-05T18:52:21,2024-07-04T18:52:21,Expired,-113.96867906088681,51.049209423176634,POINT (-113.96867906088681 51.049209423176634)
BL269028,16334518,12R SAGE HILL CR NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2024-05-17T09:44:20,2025-05-17T09:44:20,Licensed,-114.14643323396074,51.17484764073954,POINT (-114.14643323396074 51.17484764073954)
BL277273,16449530,53 CRANARCH HT SE,SHORT TERM RENTAL - TIER ONE,A bedroom in the home,2024-02-14T16:07:44,2025-02-13T16:07:44,Licensed,-113.97856194467148,50.8750861735184,POINT (-113.97856194467148 50.8750861735184)
BL281481,16501991,34B LUCAS HT NW,SHORT TERM RENTAL - TIER ONE,Legally registered suite,2024-08-23T09:28:50,2025-08-23T09:28:50,Licensed,-114.07750392885072,51.18657265287115,POINT (-114.07750392885072 51.18657265287115)
BL265407,16292724,107 DEER RUN CL SE,SHORT TERM RENTAL - TIER ONE,Suite in a house,2024-02-15T15:23:58,2025-02-14T15:23:58,Licensed,-114.01125655838892,50.91888977652266,POINT (-114.01125655838892 50.91888977652266)
BL259506,16201832,133B SETON TC SE,SHORT TERM RENTAL - TIER ONE,Duplex/triplex,2023-09-01T19:13:23,2024-08-31T19:13:23,Expired,-113.9598662929839,50.869220364773746,POINT (-113.9598662929839 50.869220364773746)
BL267256,16312647,53R EVANSFORD GV NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2024-03-22T00:18:21,2025-03-22T00:18:21,Licensed,-114.11104273249377,51.167641651368605,POINT (-114.11104273249377 51.167641651368605)
BL272004,16376923,216 20 AV NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-08-15T14:15:41,2024-08-14T14:15:41,Expired,-114.0649405800676,51.07082246755766,POINT (-114.0649405800676 51.07082246755766)
BL274887,16414716,912 36B ST NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-11-08T08:32:25,2024-11-07T08:32:25,Closed,-114.14045867794555,51.06428599200099,POINT (-114.14045867794555 51.06428599200099)
BL259055,16197618,668R SETON CI SE,SHORT TERM RENTAL - TIER ONE,Suite in a house,2023-08-17T09:46:02,2024-08-16T09:46:02,Expired,-113.95528272602498,50.86436655720846,POINT (-113.95528272602498 50.86436655720846)
BL270564,16355547,421 NOLAN HILL BV NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-06-29T22:08:42,2024-06-28T22:08:42,Expired,-114.1691331017242,51.172871492562216,POINT (-114.1691331017242 51.172871492562216)
BL262633,16260309,751R SETON CI SE,SHORT TERM RENTAL - TIER ONE,Suite in a house,2023-12-15T11:10:59,2024-12-14T11:10:59,Licensed,-113.95713782338571,50.865671685894455,POINT (-113.95713782338571 50.865671685894455)
BL270318,16351298,2211 48 ST SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2023-06-23T10:26:16,2024-06-22T10:26:16,Expired,-113.96465795846561,51.034218607432095,POINT (-113.96465795846561 51.034218607432095)
BL275906,16431678,35 CORNERSTONE AV NE,SHORT TERM RENTAL - TIER ONE,Duplex/triplex,2023-12-18T10:51:34,2024-12-17T10:51:34,Licensed,-113.9456447163304,51.16072088166528,POINT (-113.9456447163304 51.16072088166528)
BL275739,16426884,#2408 210 15 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2023-12-12T13:03:14,2024-12-11T13:03:14,Licensed,-114.06036423234221,51.0389453381525,POINT (-114.06036423234221 51.0389453381525)
BL252332,16127730,15 MASTERS HT SE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2024-02-01T10:42:41,2025-01-31T10:42:41,Licensed,-113.90946708557243,50.898614773764294,POINT (-113.90946708557243 50.898614773764294)
BL271988,16376683,119 9A ST NE,SHORT TERM RENTAL - TIER ONE,Townhouse,2023-08-15T10:17:13,2024-08-14T10:17:13,Expired,-114.03929619672465,51.05302196500758,POINT (-114.03929619672465 51.05302196500758)
BL281935,16507048,214B LUCAS TC NW,SHORT TERM RENTAL - TIER ONE,Legally registered suite,2024-10-08T14:38:46,2025-10-08T14:38:46,Licensed,-114.0804563753047,51.1896362637714,POINT (-114.0804563753047 51.1896362637714)
BL272544,16383366,152R CALHOUN CR NE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-08-30T19:53:38,2024-08-29T19:53:38,Expired,-114.05343290532042,51.188629599380526,POINT (-114.05343290532042 51.188629599380526)
BL272191,16379018,#308 816 4 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2023-08-21T11:14:29,2024-08-20T11:14:29,Expired - Pending Recommendation,-114.07950021807498,51.05013014469373,POINT (-114.07950021807498 51.05013014469373)
BL276097,16435208,#7 1309 12 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2023-12-20T16:07:10,2024-12-19T16:07:10,Licensed,-114.09196545049399,51.04195936646405,POINT (-114.09196545049399 51.04195936646405)
BL274947,16415390,#408 93 34 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2023-11-09T13:11:48,2024-11-08T13:11:48,Expired,-114.06415376068914,51.02293625961991,POINT (-114.06415376068914 51.02293625961991)
BL282836,16517583,633B 24 AV NE,SHORT TERM RENTAL - TIER ONE,Legally registered suite,2024-10-02T15:52:41,2025-10-02T15:52:41,Licensed,-114.04866091586962,51.07405051178439,POINT (-114.04866091586962 51.07405051178439)
BL277376,16451197,2035 23 AV SW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2024-02-15T17:20:39,2025-02-14T17:20:39,Closed,-114.10835285508006,51.032768031126835,POINT (-114.10835285508006 51.032768031126835)
BL278483,16465171,85 TUSCARORA HT NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2024-03-15T15:22:35,2025-03-15T15:22:35,Licensed,-114.239313968531,51.12894731932987,POINT (-114.239313968531 51.12894731932987)
BL273741,16398893,7112 36 AV NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-10-04T23:26:48,2024-10-03T23:26:48,Expired - Pending Recommendation,-114.18837973549846,51.08585278785885,POINT (-114.18837973549846 51.08585278785885)
BL250422,16108979,#3410 1188 3 ST SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2023-11-24T09:46:50,2024-11-23T09:46:50,Expired,-114.05531817790647,51.041672473051335,POINT (-114.05531817790647 51.041672473051335)
BL257567,16182677,9212 ACADEMY DR SE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-07-05T13:46:08,2024-07-04T13:46:08,Closed,-114.0454877394727,50.971950310175664,POINT (-114.0454877394727 50.971950310175664)
BL272984,16388159,286 NOLAN HILL DR NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-09-13T10:29:47,2024-09-12T10:29:47,Closed,-114.16242320225312,51.17746878464994,POINT (-114.16242320225312 51.17746878464994)
BL263488,16270373,121B BELMONT VI SW,SHORT TERM RENTAL - TIER ONE,Suite in a house,2024-01-08T02:27:35,2025-01-07T02:27:35,Licensed,-114.0653341215076,50.8692955176375,POINT (-114.0653341215076 50.8692955176375)
